Campaign type,amount,start_month,start_year,start_quarter,Is_Weekend,clicks,impressions,views
Display,108.52,9,2021,3,False,1.3857942360782083,13.179367334872062,0.0
Video,26.99,11,2021,4,False,4.204692619390966,10.305647203635566,2.930126516455997
Search,76.3,9,2020,3,False,6.142037405587356,8.37378460812088,0.0
Search,156.59,8,2021,3,False,1.3444301570211918,11.415047992488416,0.0
Video,0.22,8,2021,3,False,1.0986122886681098,5.638354669333745,4.5217885770490405
Display,229.62,8,2021,3,False,1.4233492690709018,12.68555619797504,0.0
Search,48.58,1,2022,1,False,4.248495242049359,7.505492274737424,0.0
Video,41.36,4,2018,2,False,2.3978952727983707,7.909122183211411,6.799055862058796
Search,13.14,12,2021,4,False,5.602118820879701,10.260672366469061,0.0
Search,0.09,10,2021,4,False,1.791759469228055,6.553933404025811,0.0
Video,6.49,11,2020,4,False,4.48863636973214,9.089302043599126,0.0
Search,59.49,7,2021,3,False,6.315358001522335,10.023357298386513,0.0
Search,65.65,9,2021,3,False,6.859614903654202,11.366650357912595,0.0
Search,28.54,11,2021,4,False,6.343880434126331,10.058352263097044,0.0
Video,42.07,2,2022,1,False,5.0369526024136295,9.95122954852155,1.6500038741807619
App,823.5,2,2022,1,False,1.2576083534918454,12.113683196236826,6.493753839851686
Search,22.41,11,2021,4,False,6.230481447578482,10.92805853349506,0.0
Video,35.34,5,2021,2,False,5.3706380281276624,10.21027347878698,2.696045093974778
Search,51.58,7,2021,3,False,5.308267697401205,7.822444729489319,0.0
Display,42.07,8,2021,3,False,0.8866559267444644,11.965770219125167,0.0
Display,0.31,12,2021,4,False,2.302585092994046,7.0707241072602764,0.0
Display,0.53,9,2021,3,False,3.1354942159291497,7.23561914106675,0.0
Search,40.43,9,2020,3,False,5.298317366548036,7.77863014732581,0.0
App,664.82,1,2022,1,False,1.066777565148091,11.873588446106817,3.7376696182833684
Video,2.54,7,2020,3,False,2.8903717578961645,6.851184927493743,0.0
Display,71.24,11,2020,4,False,1.6471189794017889,14.790553100214266,0.0
Search,134.65,1,2021,1,False,4.553876891600541,7.472500744737558,0.0
Search,50.2,10,2020,4,False,5.214935757608986,7.492760300922379,0.0
Search,140.41,3,2021,1,False,6.413458957167357,10.177856395925783,0.0
Video,0.67,11,2020,4,False,1.791759469228055,6.212606095751519,0.0
Search,18.01,1,2022,1,False,4.1588830833596715,6.428105272684596,0.0
Search,52.1,1,2022,1,False,4.2626798770413155,7.8336002236611035,0.0
Search,0.0,1,2021,1,False,0.0,2.0794415416798357,0.0
Display,40.32,10,2020,4,False,1.2834307256606514,14.320402210495873,0.0
Video,49.18,4,2018,2,False,2.302585092994046,8.020270472819238,0.7884573603642702
Display,0.91,11,2021,4,False,3.828641396489095,8.492900498847193,0.0
Search,24.21,3,2021,1,False,4.8283137373023015,8.896724917497897,0.0
Search,37.47,7,2020,3,False,4.653960350157523,6.81783057145415,0.0
App,533.64,12,2021,4,False,0.9516578757114464,11.49993140667477,5.720311776607412
Search,5.43,7,2021,3,False,4.653960350157523,10.089302998584339,0.0
Display,0.24,10,2021,4,False,2.8903717578961645,7.20934025660291,0.0
Video,8.46,8,2021,3,False,3.5553480614894135,9.097059685517216,6.529418838262226
Display,79.05,8,2021,3,False,1.1749558552554433,12.360868831259376,0.0
Video,39.8,6,2021,2,False,6.548219102762372,10.627818428076326,2.8198896828577453
Search,0.0,12,2021,4,False,0.0,2.3978952727983707,0.0
Smart,2.37,5,2022,2,False,4.382026634673881,7.91862865334224,0.0
Search,0.05,6,2021,2,False,1.0986122886681098,3.871201010907891,0.0
Video,0.01,8,2021,3,False,0.6931471805599453,2.3978952727983707,1.0986122886681098
Display,24.06,10,2021,4,False,0.8969040180739649,11.90574427804407,0.0
Search,0.05,9,2021,3,False,0.6931471805599453,2.5649493574615367,0.0
Search,0.0,10,2021,4,False,0.0,4.0943445622221,0.0
Display,60.25,4,2021,2,False,1.4795569915795803,11.981947362475019,0.0
Search,0.0,9,2021,3,False,0.0,0.6931471805599453,0.0
Video,7.87,7,2018,3,False,0.6931471805599453,5.8289456176102075,4.343805421853684
Search,280.82,8,2021,3,False,2.348131907950016,12.475928012266339,0.0
Smart,0.09,5,2022,2,False,2.1972245773362196,3.9512437185814275,0.0
Search,235.85,8,2021,3,False,2.096052807485033,12.795433071420584,0.0
Video,64.21,6,2021,2,False,5.662960480135946,10.917993331907239,2.2610336658358103
Display,2.02,6,2021,2,False,4.04305126783455,9.348274558065496,0.0
App,0.07,10,2021,4,False,1.0986122886681098,4.5217885770490405,0.0
Video,0.86,1,2022,1,False,0.0,6.280395838960195,5.170483995038151
Search,7.97,1,2022,1,False,3.4011973816621555,5.093750200806762,0.0
Display,28.92,11,2021,4,False,0.7265819566461827,10.717745558845131,0.0
Video,56.01,6,2021,2,False,5.869296913133774,11.451762573312571,5.575949103146316
Search,322.79,4,2021,2,False,4.882801922586371,6.395261598115449,0.0
Search,2.37,8,2021,3,False,3.970291913552122,7.992268643270745,0.0
Video,48.0,4,2021,2,False,5.996452088619021,10.916069800728202,1.9108749501182172
Search,55.23,9,2021,3,False,5.4116460518550396,9.473857817428666,0.0
Display,30.71,10,2021,4,False,0.7466879474879752,10.727838418711418,0.0
Search,0.0,11,2021,4,False,0.0,3.6109179126442243,0.0
Display,63.54,7,2021,3,False,1.1981559190043711,13.17995469752683,0.0
Video,5.99,10,2021,4,False,4.700480365792417,9.038008749211576,0.0
Display,19.22,5,2021,2,False,6.756932389247553,10.770314893674692,0.0
Video,121.83,8,2018,3,False,2.5649493574615367,8.454253391642363,1.155937355287379
Search,58.24,4,2021,2,False,5.030437921392435,7.011213987350367,0.0
Video,12.04,7,2021,3,False,5.187385805840755,9.441769502877165,2.0039094790673992
Display,0.06,3,2022,1,False,1.9459101490553132,5.54907608489522,0.0
Smart,0.0,1,2020,1,False,0.0,2.0794415416798357,0.0
Search,0.43,1,2020,1,False,1.6094379124341003,4.110873864173311,0.0
Video,407.84,7,2021,3,False,1.0310469691723438,13.120970407672313,2.9372023313635873
Search,71.62,1,2022,1,False,4.770684624465665,9.41613428495528,0.0
Display,128.45,8,2021,3,False,1.5539252025038417,12.619525764360521,0.0
Search,209.75,5,2021,2,False,4.454347296253507,6.0063531596017325,0.0
App,549.85,12,2021,4,False,0.8082599876604499,11.449485007406793,2.6390573296152584
Search,116.71,5,2017,2,False,4.406719247264253,8.892336539638013,0.0
Video,69.19,11,2021,4,False,0.9182887345368281,11.081680903874577,2.2806461854752915
Display,0.92,12,2021,4,False,3.2188758248682006,7.272398392570047,0.0
Search,20.16,1,2022,1,False,5.429345628954441,9.942179279647114,0.0
Video,8.12,5,2021,2,False,3.5553480614894135,7.91644286012226,5.424950017481403
Search,69.88,1,2022,1,False,6.55250788703459,10.471354916669316,0.0
Search,94.5,8,2021,3,False,5.948034989180646,9.469622969906265,0.0
Search,27.57,7,2020,3,False,4.174387269895637,5.857933154483459,0.0
Video,39.7,2,2021,1,False,5.484796933490655,10.48083098735243,3.0043946466326434
Video,72.91,6,2021,2,False,1.7749523509116738,11.238764896889764,3.201281956467153
Display,32.62,3,2021,1,False,1.4497385336764255,12.489468043306365,0.0
Search,0.43,7,2021,3,False,2.8903717578961645,6.45833828334479,0.0
Search,78.55,10,2020,4,False,5.594711379601839,7.475905969367397,0.0
Search,100.05,3,2021,1,False,6.428105272684596,10.065436319522146,0.0
Search,92.29,2,2021,1,False,4.189654742026425,6.6293632534374485,0.0
Display,24.76,7,2021,3,False,6.748759547491679,11.688255974575329,0.0
Search,49.13,6,2021,2,False,4.02535169073515,5.993961427306569,0.0
Display,0.0,4,2021,2,False,0.0,1.3862943611198906,0.0
Video,52.25,11,2020,4,False,5.762051382780177,10.777079529877168,3.0817723456463755
Search,0.0,10,2021,4,False,0.0,0.6931471805599453,0.0
Display,83.19,2,2021,1,False,1.094604267270571,12.818467908653448,0.0
App,63.96,5,2022,2,False,6.580639137284949,9.7277641797704,0.0
Smart,2.1,3,2022,1,False,4.248495242049359,7.338888133838879,0.0
Video,1.28,11,2020,4,False,2.0794415416798357,6.371611847231857,4.3694478524670215
Video,280.79,8,2021,3,False,0.6956440607585325,12.61484560997752,3.158276202739271
App,0.7,4,2021,2,False,2.8903717578961645,7.53689712956617,0.0
Search,85.48,10,2021,4,False,6.826545223556594,9.867497614802973,0.0
Search,38.96,9,2020,3,False,6.5638555265321274,9.504650430718184,0.0
Search,22.98,9,2020,3,False,3.8918202981106265,5.981414211254481,0.0
Search,91.56,9,2020,3,False,6.298949246855942,8.45531778769815,0.0
Video,1.84,5,2021,2,False,2.302585092994046,7.175489713624222,5.802118375377063
Search,32.74,8,2020,3,False,4.700480365792417,6.860663671448287,0.0
Search,34.37,10,2021,4,False,6.274762021241939,8.685753832960154,0.0
Display,60.35,5,2021,2,False,1.0678093795130645,12.33551631980634,0.0
Display,2.14,10,2021,4,False,3.9889840465642745,9.138844370271112,0.0
Video,21.4,11,2020,4,False,4.927253685157205,10.094149233605084,0.0
Search,37.34,9,2020,3,False,4.962844630259907,7.433666540166168,0.0
Display,7.47,5,2021,2,False,5.356586274672012,11.06255189911277,0.0
Search,58.45,3,2021,1,False,3.4011973816621555,6.51025834052315,0.0
Search,299.35,5,2021,2,False,4.969813299576001,6.860663671448287,0.0
Search,203.16,11,2019,4,False,4.976733742420574,7.527255919373784,0.0
Search,20.24,9,2021,3,False,5.968707559985366,10.727224302799675,0.0
Search,0.0,9,2021,3,False,0.0,1.0986122886681098,0.0
Display,0.04,3,2022,1,False,1.3862943611198906,4.844187086458591,0.0
Search,0.0,9,2021,3,False,0.0,1.6094379124341003,0.0
Search,15.16,11,2021,4,False,5.575949103146316,8.430327258394575,0.0
Search,0.09,8,2021,3,False,1.9459101490553132,5.726847747587197,0.0
Video,0.32,8,2021,3,False,2.0794415416798357,5.948034989180646,5.030437921392435
Search,45.77,1,2022,1,False,5.857933154483459,8.082402253926244,0.0
Display,0.28,7,2021,3,False,2.6390573296152584,6.74993119378857,0.0
Video,21.35,11,2020,4,False,4.962844630259907,10.109159357938298,0.0
Search,0.02,5,2021,2,False,0.6931471805599453,2.8903717578961645,0.0
Video,12.02,2,2021,1,False,4.23410650459726,9.173365135851288,1.8867665728063896
Display,0.21,10,2021,4,False,1.9459101490553132,6.380122536899765,0.0
Search,27.35,9,2020,3,False,4.477336814478207,6.913737350659685,0.0
Display,0.03,8,2021,3,False,1.3862943611198906,5.981414211254481,0.0
Display,4.8,11,2021,4,False,5.293304824724492,9.301186055275759,0.0
Search,33.11,12,2020,4,False,4.248495242049359,5.332718793265369,0.0
Video,0.05,12,2021,4,False,0.0,2.9444389791664403,1.3862943611198906
Search,73.38,2,2022,1,False,4.174387269895637,6.639875833826536,0.0
Search,26.22,7,2020,3,False,4.962844630259907,6.408528791059498,0.0
Search,484.19,3,2021,1,False,5.799092654460526,8.110427237575024,0.0
Search,291.99,1,2021,1,False,6.226536669287466,8.47907586930311,0.0
Search,4.01,10,2021,4,False,3.8066624897703196,7.356279876550748,0.0
App,401.38,11,2021,4,False,0.7236763855947682,11.071050489577583,5.170483995038151
Display,17.14,9,2021,3,False,5.187385805840755,9.528430400599346,0.0
Video,48.03,10,2021,4,False,4.48863636973214,10.686726776622612,3.2345916813082036
Search,0.83,8,2021,3,False,1.791759469228055,4.382026634673881,0.0
Search,21.61,10,2020,4,False,4.532599493153256,6.86171134048073,0.0
Video,1.06,9,2020,3,False,1.9459101490553132,6.647688373563329,5.488937726156687
App,911.42,1,2022,1,False,1.252762968495368,12.104455116151183,6.061456918928017
Display,30.66,5,2021,2,False,6.669498089857879,11.600267620579912,0.0
Display,93.93,8,2021,3,False,1.2993738890891888,12.800840441090497,0.0
App,863.65,1,2022,1,False,1.1768071362531665,12.001990024954615,4.962844630259907
Smart,0.6,4,2022,2,False,3.7612001156935624,7.53689712956617,0.0
App,0.96,4,2021,2,False,3.1780538303479458,7.322510433997394,0.0
Video,0.21,9,2020,3,False,1.3862943611198906,4.927253685157205,3.1354942159291497
Search,43.07,11,2021,4,False,6.455198563340122,10.878594212702763,0.0
Display,19.69,5,2021,2,False,6.842683282238422,10.907679265584745,0.0
Search,6.0,12,2020,4,False,3.784189633918261,6.638567789166521,0.0
Display,75.31,8,2021,3,False,1.5071836783953438,12.958966415490062,0.0
Video,21.16,4,2022,2,False,4.7535901911063645,9.789590705856016,2.365184234750566
Search,113.14,11,2021,4,False,0.9969486348916096,11.567555685621343,0.0
Video,0.14,11,2021,4,False,0.0,3.9889840465642745,1.791759469228055
Search,0.71,8,2021,3,False,1.3862943611198906,4.143134726391533,0.0
Search,66.59,5,2021,2,False,4.867534450455582,6.784457062637643,0.0
Video,0.07,10,2020,4,False,0.0,2.8903717578961645,0.6931471805599453
Video,4.68,9,2020,3,False,3.4657359027997265,8.644354337032917,0.0
Search,4.8,7,2020,3,False,3.367295829986474,4.543294782270004,0.0
Video,48.59,5,2021,2,False,6.037870919922137,10.970247911755056,3.282488917929271
Search,0.16,10,2021,4,False,1.0986122886681098,2.5649493574615367,0.0
Smart,20.62,10,2019,4,False,4.90527477843843,7.229113877793302,0.0
Search,50.98,4,2021,2,False,3.828641396489095,7.075808863978387,0.0
Smart,0.0,11,2019,4,False,0.0,0.6931471805599453,0.0
Video,83.69,12,2020,4,False,3.784189633918261,10.015654849406875,2.5079719227189963
Display,90.55,9,2021,3,False,1.599387576580599,12.227070636525779,0.0
Search,70.34,1,2022,1,False,3.4011973816621555,6.810142450115136,0.0
Display,0.01,9,2021,3,False,0.6931471805599453,2.4849066497880004,0.0
Search,0.48,1,2021,1,False,1.9459101490553132,3.5263605246161616,0.0
Display,32.63,11,2020,4,False,1.0235294825437538,13.831400639264047,0.0
Display,0.0,11,2021,4,False,0.0,0.0,0.0
Search,2.3,11,2020,4,False,5.25227342804663,6.405228458030842,0.0
Display,25.82,10,2021,4,False,0.8775499035577244,12.125458941535928,0.0
Display,0.32,1,2022,1,False,3.2188758248682006,6.963189985870238,0.0
Video,2.85,2,2021,1,False,3.4965075614664802,7.7706452341291765,0.0
Display,1.03,8,2021,3,False,3.7612001156935624,8.473032295630468,0.0
Search,57.74,1,2021,1,False,5.247024072160486,7.987184748233473,0.0
Video,2.01,7,2020,3,False,1.0986122886681098,6.267200548541362,5.420534999272286
Search,289.95,6,2021,2,False,0.7314058926770357,8.815518423966498,0.0
App,339.95,3,2021,1,False,2.3344712818563673,13.259377199327059,0.0
Display,2.9,12,2021,4,False,4.007333185232471,8.209580483475577,0.0
App,951.15,2,2022,1,False,1.3454723665996355,12.244316920584437,0.8641549774536265
Search,11.84,8,2021,3,False,5.459585514144159,9.012620873002131,0.0
Display,112.97,7,2021,3,False,1.6098378324554272,13.316636561451249,0.0
Display,27.47,10,2021,4,False,0.9673640020581556,12.70465765775126,0.0
Search,18.35,9,2021,3,False,5.53338948872752,8.078688229229872,0.0
Search,17.15,12,2020,4,False,4.356708826689592,6.311734809152915,0.0
Search,0.0,7,2021,3,False,0.0,1.0986122886681098,0.0
Search,8.17,8,2021,3,False,5.176149732573829,8.67812085552252,0.0
Search,320.78,3,2021,1,False,5.0689042022202315,6.799055862058796,0.0
Display,1.11,6,2021,2,False,3.6635616461296463,9.095266164130717,0.0
Search,35.86,2,2022,1,False,5.062595033026967,10.11281611481661,0.0
Search,122.8,1,2021,1,False,5.308267697401205,7.907283609426348,0.0
Display,24.44,8,2021,3,False,6.759255270663693,11.389491492804995,0.0
Display,1.33,9,2021,3,False,3.1354942159291497,7.4067107301776405,0.0
Display,4.81,6,2020,2,False,4.955827057601261,9.027738775974909,0.0
Search,0.0,12,2021,4,False,0.0,2.995732273553991,0.0
Video,0.21,8,2021,3,False,2.0794415416798357,5.488937726156687,4.672828834461906
Video,20.1,7,2020,3,False,3.367295829986474,8.6628507638386,1.3137236682850553
Video,34.8,4,2022,2,False,4.624972813284271,9.257796313132479,1.5554040239416147
Search,46.13,2,2022,1,False,5.998936561946683,11.11102898173909,0.0
Video,10.58,5,2021,2,False,4.382026634673881,9.50338305067006,5.153291594497779
Display,0.0,8,2020,3,False,0.0,0.6931471805599453,0.0
Search,0.04,7,2021,3,False,0.6931471805599453,2.6390573296152584,0.0
Search,854.08,2,2021,1,False,0.83116847845732,9.225228984469933,0.0
Search,47.23,9,2021,3,False,6.892641641172089,10.953819547029006,0.0
Search,30.18,9,2021,3,False,6.456769655572163,10.311416290082265,0.0
App,0.07,5,2021,2,False,1.0986122886681098,2.5649493574615367,0.0
Smart,8.57,3,2022,1,False,5.41610040220442,9.135293497653272,0.0
Search,4.91,6,2020,2,False,3.044522437723423,4.2626798770413155,0.0
Search,0.0,9,2021,3,False,0.0,0.6931471805599453,0.0
Search,21.94,10,2020,4,False,3.367295829986474,7.3727463664043285,0.0
Video,0.0,5,2021,2,False,0.0,0.0,0.0
Search,22.59,7,2020,3,False,4.68213122712422,6.210600077024653,0.0
Video,0.15,4,2022,2,False,0.6931471805599453,4.795790545596741,3.6375861597263857
Search,96.17,8,2020,3,False,6.255750041753367,8.309184527686298,0.0
Search,1.09,10,2021,4,False,3.8918202981106265,8.083328608786376,0.0
Search,101.72,4,2021,2,False,5.2832037287379885,7.277938572945661,0.0
Video,19.93,4,2022,2,False,5.365976015021851,9.82498532438117,2.2794188149622063
Video,27.46,5,2021,2,False,5.181783550292085,9.79740455372797,1.3797731441296253
Display,7.0,3,2021,1,False,6.054439346269371,12.34961006052637,0.0
Display,11.78,12,2021,4,False,5.707110264748875,9.873595194671092,0.0
Video,0.88,5,2022,2,False,0.6931471805599453,5.241747015059643,3.6635616461296463
Video,60.46,6,2021,2,False,0.6971392018294827,11.000014334713216,3.1723291422110793
Search,1.36,9,2021,3,False,2.5649493574615367,7.148345743900068,0.0
Video,19.15,5,2021,2,False,4.919980925828125,9.611395771595648,0.8237367502635472
Smart,0.05,5,2022,2,False,1.3862943611198906,5.805134968916488,0.0
Video,81.06,5,2021,2,False,6.56244409369372,11.414121187911626,3.5437958769247855
App,631.13,12,2021,4,False,0.8202202631234213,11.463934780697985,2.70805020110221
Search,48.68,9,2020,3,False,5.886104031450156,8.733110697638708,0.0
App,6.78,4,2022,2,False,3.4011973816621555,7.512071245835466,0.0
Search,4.81,8,2021,3,False,3.6109179126442243,5.948034989180646,0.0
Search,20.5,1,2022,1,False,4.04305126783455,6.804614520062624,0.0
App,13.2,5,2022,2,False,3.2188758248682006,6.9957661563048505,0.0
Video,6.04,10,2020,4,False,3.1780538303479458,8.523572798380277,0.0
Video,0.0,11,2021,4,False,0.0,0.0,0.0
Video,128.06,5,2021,2,False,0.7318870088758759,11.868506811148853,3.0748206798729547
Search,7.99,4,2021,2,False,1.791759469228055,3.5553480614894135,0.0
Search,42.4,4,2021,2,False,4.718498871295094,6.354370040797351,0.0
Video,4.41,10,2021,4,False,4.406719247264253,8.356554845453426,0.0
Video,22.88,10,2020,4,False,4.969813299576001,9.19664704484418,0.9246556482057827
Search,141.26,7,2017,3,False,4.343805421853684,8.505727713306959,0.0
Search,0.06,12,2021,4,False,1.0986122886681098,1.6094379124341003,0.0
Display,65.52,6,2021,2,False,1.2530486419725286,12.227173449438192,0.0
Search,54.04,7,2017,3,False,3.6375861597263857,8.03947991910045,0.0
Video,107.42,11,2020,4,False,6.576469569048224,11.740666431955043,4.183453737293877
Search,0.07,11,2021,4,False,0.6931471805599453,1.0986122886681098,0.0
Search,51.91,4,2021,2,False,2.772588722239781,5.713732805509369,0.0
Video,17.36,10,2021,4,False,6.082218910376446,10.717745558845131,0.0
Search,34.76,9,2020,3,False,5.267858159063328,7.0825485693553,0.0
Search,30.96,9,2021,3,False,6.57507584059962,10.454091426310532,0.0
Search,74.51,5,2021,2,False,5.081404364984463,6.851184927493743,0.0
Search,0.02,11,2021,4,False,0.6931471805599453,3.091042453358316,0.0
Search,5.16,1,2021,1,False,3.258096538021482,6.212606095751519,0.0
Smart,33.55,3,2022,1,False,5.117993812416755,9.244161920451694,0.0
Search,0.06,10,2021,4,False,1.0986122886681098,3.8918202981106265,0.0
Video,4.87,9,2021,3,False,4.700480365792417,8.67317077287059,1.1927096120472251
Search,0.19,10,2021,4,False,1.0986122886681098,3.1780538303479458,0.0
Search,0.24,10,2020,4,False,1.6094379124341003,3.9889840465642745,0.0
Video,22.29,5,2021,2,False,5.10594547390058,10.202443337211285,6.48768401848461
Video,89.44,1,2022,1,False,4.836281906951478,10.99942961264836,3.260363197975019
Search,103.65,4,2022,2,False,4.61512051684126,6.98100574072173,0.0
Search,0.07,11,2021,4,False,0.6931471805599453,3.332204510175204,0.0
Video,72.83,7,2021,3,False,0.7193021380367964,11.247500521399413,3.66168809726074
Search,34.18,2,2021,1,False,4.110873864173311,6.93537044601511,0.0
Search,291.13,8,2021,3,False,1.5496879080283263,11.494944776934279,0.0
Video,18.87,4,2021,2,False,4.584967478670572,9.74665828850311,0.0
Display,6.1,5,2021,2,False,5.71042701737487,11.076959911413681,0.0
Search,17.99,1,2022,1,False,3.4965075614664802,6.186208623900494,0.0
Search,20.76,1,2022,1,False,5.634789603169249,10.338284900005577,0.0
Video,9.58,6,2021,2,False,4.941642422609304,9.144307401371744,1.5713205903209724
Display,2.24,6,2021,2,False,4.663439094112067,9.377209824211215,0.0
Video,50.39,9,2020,3,False,5.8377304471659395,10.760219344553063,0.0
Search,0.77,6,2021,2,False,3.295836866004329,6.329720905522696,0.0
